0,0.357298802
0.4944524,0.357296101
0.8976167,0.357290698
1.3147555,0.357290698
1.7248881,0.357268187
2.144241,0.357297002
2.5634401,0.357305106
2.9823016,0.357263985
3.3915494,0.357263985
3.8090936,0.357289498
4.2196059,0.357289498
4.6310432,0.357250479
5.0403652,0.357250479
5.4497992,0.357263685
5.8534458,0.357243275
6.2643206,0.357207257
6.6822918,0.357254381
7.0769811,0.357254381
7.4869519,0.357347126
7.8915777,0.357426365
8.315629,0.357528116
8.7349166,0.357528116
9.1456266,-0.231243824
9.5627032,-0.231243824
9.9707747,-0.231243824
10.3807657,-0.231243824
10.7854254,-0.231243824
11.1885881,-0.209090402
11.5994641,-0.203600073
12.009678,-0.162725249
12.418469,-0.162725249
12.8295964,-0.162725249
13.2526129,-0.162725249
13.6770419,-0.162725249
14.080338,-0.183919116
14.4909655,-0.182318274
14.900686,-0.18547539
15.3110162,-0.18547539
15.7141482,-0.193900197
16.1166499,-0.196367473
16.5283348,-0.195102952
16.9303641,-0.195102952
17.3409166,-0.194103082
17.752029,-0.184181066
18.1696068,-0.182336912
18.5818334,-0.182336912
18.9846777,-0.185598051
19.4019521,-0.174419437
19.8140085,-0.165380992
20.253346,-0.175662379
20.6470858,-0.175662379
21.0499828,-0.180325647
21.4616452,-0.177856511
21.86783,-0.182210859
22.2690258,-0.182210859
22.6807437,-0.183302087
23.091526,-0.176176975
23.4949203,-0.172338183
23.9063674,-0.172338183
24.310219,-0.18185686
24.7221605,-0.180866865
25.1319213,-0.167150145
25.5421386,-0.167150145
25.9515729,-0.1571353
26.3628516,-0.151531707
26.7805158,-0.158222867
27.2049905,-0.165501493
27.5993719,-0.165501493
28.0101885,-0.168596182
28.4198846,-0.168417007
28.823427,-0.162995681
29.2249181,-0.162995681
29.6351513,-0.156065201
30.0402899,-0.153436037
30.4496579,-0.155399881
30.8521008,-0.155399881
31.2554646,-0.161981885
31.6652813,-0.166060297
32.0681138,-0.165053615
32.4784664,-0.165053615
32.8804193,-0.166287283
33.2925978,-0.161867927
33.7018645,-0.152668374
34.1126608,-0.152668374
34.5147071,-0.14536928
34.9256134,-0.148470392
35.3439609,-0.150475324
35.7568521,-0.148885316
36.17301,-0.148885316
36.5816905,-0.150459087
36.9930593,-0.147097315
37.3971787,-0.139655751
37.8069386,-0.139655751
38.2090764,-0.145253401
38.6198811,-0.154113481
39.0228973,-0.148021103
39.4325557,-0.148021103
39.8360808,-0.13970113
40.247021,-0.142833065
40.6580144,-0.149808714
41.0820252,-0.151902093
41.4783891,-0.151902093
41.8891028,-0.144053197
42.2921696,-0.139990121
42.7029488,-0.146209242
43.1082877,-0.146209242
43.510361,-0.143523955
43.9163974,-0.13743902
44.3270125,-0.132558671
44.7294787,-0.132558671
45.1544721,-0.13998757
45.5576193,-0.142293888
45.9608757,-0.134672458
46.370258,-0.134672458
46.7906374,-0.135063282
47.2010643,-0.135502727
47.6125865,-0.143074756
48.0448512,-0.14446584
48.439213,-0.14446584
48.8575885,-0.142546684
49.2755455,-0.141102628
49.6795253,-0.141121446
50.0811598,-0.141121446
50.4918918,-0.14251154
50.8970179,-0.140032049
51.2996363,-0.147268927
51.7103188,-0.147268927
52.1123573,-0.150650747
52.5224147,-0.148281252
52.9258996,-0.145895491
53.3364607,-0.145895491
53.7389974,-0.14191726
54.1493524,-0.137179171
54.5598038,-0.136107421
54.9634451,-0.136107421
55.37298,-0.138366589
55.7761459,-0.141200589
56.178583,-0.137472334
56.5955854,-0.131137634
56.9936724,-0.131137634
57.4043472,-0.136331495
57.8142182,-0.144905255
58.2245228,-0.142576787
58.634166,-0.142576787
59.0451217,-0.135798561
59.4475827,-0.141978036
59.8589436,-0.141528507
60.2669379,-0.141528507
60.6701812,-0.135041643
61.0798831,-0.130951856
61.4986079,-0.124603861
61.907259,-0.124603861
62.3159225,-0.121728413
62.7207343,-0.120158304
63.1264993,-0.117669539
63.5443602,-0.109720251
63.9403798,-0.109720251
64.3516501,-0.105226854
64.761965,-0.109406589
65.1746638,-0.112080262
65.5909591,-0.112080262
65.9996788,-0.106427719
66.4179664,-0.1018336
66.8292665,-0.110079922
67.2452671,-0.110079922
67.6708927,-0.115403648
68.082135,-0.113255526
68.4851758,-0.117132704
68.9041853,-0.120933289
69.3061688,-0.120933289
69.7168177,-0.124693088
70.1266305,-0.12700877
70.5513825,-0.127071016
70.9606418,-0.127071016
71.3624662,-0.128023136
71.7734508,-0.128108582
72.1781442,-0.128211315
72.5866298,-0.128211315
72.996639,-0.129180812
73.3995842,-0.126352065
73.8047625,-0.130269519
74.2138065,-0.130269519
74.6153946,-0.126035942
75.0290721,-0.108767171
75.4326134,-0.10402566
75.8489089,-0.109873345
76.245627,-0.109873345
76.6570723,-0.114119919
77.0749591,-0.115348004
77.4849401,-0.116527019
77.909804,-0.116527019
78.32186,-0.107948517
78.7248079,-0.110502229
79.1281452,-0.120474547
79.537652,-0.120474547
79.9483313,-0.118260637
80.3590653,-0.11707688
80.7608917,-0.112268921
81.1726041,-0.112268921
81.5740193,-0.105131234
81.9789986,-0.0998365912
82.3820994,-0.0949747598
82.7942027,-0.092743773
83.1956856,-0.092743773
83.607361,-0.0938152829
84.0104812,-0.0980527922
