"time, s","I, Amp"
1188.39,0.0003469706
1189.27,0.0003360266
1190.15,0.0003114412
1191.04,0.0003158342
1192.35,0.0002857768
1193.26,0.0003022698
1194.14,0.0002898615
1195.02,0.0002927902
1196.34,0.000272829
1197.22,0.0002965666
1198.1,0.000293715
1199.43,0.0003428859
1200.31,0.000318917
1201.2,0.000301345
1202.08,0.0003159113
1203.39,0.0002719812
1204.27,0.0003256992
1205.15,0.0003105164
1206.04,0.0003132138
1207.35,0.0003635407
1208.24,0.0003498993
1209.12,0.0003184546
1210.0,0.0002826169
1211.32,0.0003552942
1212.2,0.0003253139
1213.09,0.0003106705
1214.4,0.000306817
1215.28,0.0003115183
1216.16,0.0003200731
1217.04,0.0003421152
1218.36,0.0003482038
1219.24,0.0003175297
1220.12,0.0002705169
1221.01,0.0003179151
1222.33,0.0003215374
1223.21,0.000313445
1224.09,0.0003146011
1225.4,0.0003168361
1226.28,0.0003454292
1227.16,0.0003475101
1228.04,0.0003714019
1229.35,0.0003804192
1230.24,0.0003586082
1231.12,0.0003798797
1232.0,0.0003519802
1233.32,0.0003471248
1234.2,0.000319996
1235.08,0.0003040424
1236.4,0.0003230788
1237.28,0.0003341769
1238.16,0.0003206896
1239.04,0.0003275489
1240.35,0.0003193024
1241.24,0.0003381076
1242.12,0.000356219
1243.0,0.00036616109999999997
1244.32,0.0003041195
1245.2,0.0003334062
1246.09,0.0003280113
1247.4,0.0003314795
1248.28,0.0003643114
1249.16,0.0003714019
1250.04,0.000372635
1251.35,0.0003938294
1252.24,0.0003663923
1253.12,0.0003399572
1254.0,0.0003436566
1255.31,0.0003606121
1256.2,0.0003746389
1257.09,0.0003742535
1258.4,0.000369244
1259.28,0.0003616911
1260.16,0.0003107476
1261.04,0.0003501305
1262.36,0.0003606891
1263.24,0.0003810357
1264.12,0.0003580687
1265.0,0.0003198418
1266.32,0.0003436566
1267.2,0.0003384158
1268.09,0.0003419611
1269.4,0.0003613828
1270.28,0.0003549859
1271.15,0.0003157571
1272.04,0.0003201501
1273.38,0.0003640802
1274.26,0.000366007
1275.15,0.0003571439
1276.03,0.0003240807
1277.35,0.000363849
1278.23,0.0003584541
1279.11,0.0003754866
1280.0,0.0003589165
1281.31,0.0003407279
1282.2,0.0003438107
1283.08,0.000340805
1284.4,0.0003173756
1285.28,0.000359379
1286.15,0.0003565273
1287.04,0.0003479725
1288.35,0.0004134823
1289.23,0.0003766427
1290.11,0.0003458916
1291.0,0.0003502846
1292.31,0.0003564503
1293.19,0.0003919797
1294.07,0.0003637719
1295.39,0.000332096
1296.27,0.0003468165
1297.15,0.0003300151
1298.04,0.0003447356
1299.35,0.0003514407
1300.24,0.0003472789
1301.12,0.0003839644
1302.0,0.0003929046
1303.32,0.0003492057
1304.21,0.0003522885
1305.09,0.0003946772
1306.4,0.0003886657
1307.29,0.0004264301
1308.17,0.0004114014
1309.05,0.0003915943
1310.36,0.0003784924
1311.25,0.0003593019
1312.13,0.0003675484
1313.01,0.000323233
1314.32,0.0003478184
1315.2,0.0003749472
1316.09,0.0003672401
1317.4,0.0003681649
1318.28,0.0003911319
1319.16,0.0003825001
1320.04,0.0003508241
1321.36,0.0003515948
1322.24,0.0003757949
1323.12,0.0003577605
1324.0,0.0003755637
1325.32,0.0003946772
1326.2,0.0003611516
1327.09,0.0003577605
1328.4,0.0003681649
1329.28,0.0003825001
1330.16,0.000362693
1331.05,0.0003496681
1332.36,0.0003755637
1333.25,0.0003491286
1334.13,0.0003445814
1335.01,0.0003663923
1336.33,0.0003220769
1337.22,0.0003667777
1338.1,0.0003425005
1339.41,0.000375872
1340.3,0.0003718643
1341.18,0.0003697064
1342.06,0.0003640802
1343.38,0.0003501305
1344.26,0.0003406508
1345.15,0.0003488974
1346.03,0.0003341769
1347.35,0.0003717873
1348.23,0.0003656987
1349.11,0.0003581458
1350.0,0.0003777988
1351.31,0.0003914402
1352.19,0.0004222683
1353.1,0.0004036944
1354.41,0.0003761032
1355.29,0.0004156403
1356.17,0.0003942918
1357.05,0.0003542152
1358.37,0.0003899758
1359.25,0.0003803421
1360.13,0.0003626159
1361.01,0.0003854287
1362.32,0.0003774134
1363.21,0.0003569897
1364.09,0.000356219
1365.41,0.0004131741
1366.29,0.0003753325
1367.17,0.0003778758
1368.06,0.0004031549
1369.37,0.0003712478
1370.26,0.0003606891
1371.14,0.0003292444
1372.02,0.0003998409
1373.34,0.0003500534
1374.22,0.0003775675
1375.11,0.000341884
1376.42,0.0003330209
1377.3,0.0003839644
1378.18,0.0003707854
1379.06,0.000389051
1380.38,0.0003959103
1381.26,0.0003599185
1382.15,0.0003416528
1383.03,0.0003542152
1384.35,0.0003732516
1385.23,0.0003925191
1386.11,0.0003891281
1387.0,0.0003519031
1388.31,0.0003653133
1389.19,0.0003785695
1390.07,0.0004129428
1391.39,0.0004277403
1392.27,0.0003905153
1393.15,0.0004012281
1394.04,0.0003925191
1395.35,0.0003869701
1396.23,0.0003735599
1397.11,0.0003663153
1398.42,0.0003811128
1399.31,0.0003894364
1400.18,0.000338647
1401.07,0.0003658529
1402.38,0.0004174129
1403.26,0.0003583771
1404.15,0.0003720185
1405.03,0.0003502076
1406.35,0.0003968351
1407.23,0.0003844268
1408.12,0.0003747159
1409.0,0.0003740994
1410.31,0.0003878179
1411.2,0.0004321333
1412.08,0.0003938294
1413.4,0.0003695522
1414.27,0.0003613828
1415.16,0.0003843497
1416.04,0.0003789548
1417.36,0.0003567585
1418.24,0.0003271636
1419.12,0.0003541381
1420.01,0.0003720956
1421.32,0.0003848892
1422.21,0.0003509783
1423.09,0.0003804192
1424.41,0.0003537528
1425.29,0.0003583
1426.17,0.0003467394
1427.05,0.0003545235
1428.37,0.0003498222
1429.25,0.0003460458
1430.14,0.0003520572
1431.02,0.0003503617
1432.34,0.0003499764
1433.25,0.0003348706
1434.13,0.0003446585
1435.01,0.0003643114
1436.33,0.0003744847
1437.21,0.0003939835
1438.1,0.0003527509
1439.41,0.0003680879
1440.29,0.0003475872
1441.17,0.0003401113
1442.05,0.0003338686
1443.36,0.0003724809
1444.25,0.0003603809
1445.13,0.0004009199
1446.01,0.0003985307
1447.33,0.0003850434
1448.21,0.0003714019
1449.1,0.0003653133
1450.41,0.0003599955
1451.29,0.0003748701
1452.17,0.000337491
1453.06,0.0003741764
1454.37,0.000328782
1455.26,0.0003444273
1456.14,0.0003872784
1457.02,0.0004078562
1458.34,0.0004067001
1459.22,0.0004115555
1460.1,0.000399995
1461.41,0.0003942918
1462.29,0.0004128657
1463.17,0.0004107078
1464.06,0.0004235785
1465.37,0.0004228078
1466.25,0.0003964498
1467.13,0.0003542152
1468.02,0.0003279342
1469.34,0.0003634637
1470.22,0.0003787236
1471.11,0.0004009969
1472.42,0.0003935211
1473.3,0.0004133282
1474.18,0.0003946001
1475.06,0.0003956791
1476.37,0.0003888969
1477.26,0.0003839644
1478.14,0.00036277
1479.02,0.0003690898
1480.34,0.0003872784
1481.22,0.000423039
1482.1,0.0003953708
1483.41,0.0003910548
1484.29,0.000405467
1485.17,0.0004280486
1486.06,0.0004027695
1487.37,0.0003806503
1488.26,0.0003513636
1489.14,0.0003866619
1490.02,0.0004157174
1491.34,0.0004463143
1492.22,0.0004147925
1493.11,0.0004060836
1494.42,0.0004049275
1495.3,0.0004086269
1496.18,0.0003643885
1497.06,0.0004041568
1498.37,0.0003887427
1499.26,0.0003956791
1500.14,0.000414176
1501.02,0.000394446
1502.33,0.0003583771
1503.21,0.0003918255
1504.1,0.0003596102
1505.41,0.0003622306
1506.3,0.0003710165
1507.18,0.0003729433
1508.06,0.0003867389
1509.37,0.0004182607
1510.26,0.0004053129
1511.14,0.0004036944
1512.02,0.0004060836
1513.37,0.0004056212
1514.25,0.0003676254
1515.13,0.0003687815
1516.02,0.0003679337
1517.34,0.0003603809
1518.22,0.0003700917
1519.11,0.0003668548
1520.42,0.0004029237
1521.31,0.0004107849
1522.18,0.0004081645
1523.06,0.0004016905
1524.37,0.0003839644
1525.26,0.0004195709
1526.14,0.000430592
1527.02,0.0004185689
1528.34,0.0004346766
1529.22,0.0004227308
1530.1,0.0004185689
1531.42,0.0004307461
1532.3,0.0004157174
1533.18,0.0004074708
1534.06,0.0003962957
1535.37,0.000369244
1536.26,0.0003851975
1537.14,0.0003593019
1538.02,0.0003872784
1539.34,0.0003911319
1540.22,0.0003781841
1541.11,0.0003919797
1542.42,0.000396681
1543.31,0.0003952167
1544.19,0.0003919026
1545.07,0.0003768739
1546.38,0.0004059294
1547.26,0.0003905153
1548.14,0.0004261989
1549.02,0.0004331352
1550.33,0.0004206499
1551.22,0.0004036944
1552.11,0.0004325187
1553.42,0.0004151008
1554.31,0.0003951396
1555.19,0.0004529423
1556.07,0.0004095518
1557.38,0.0004209582
1558.26,0.0004241951
1559.14,0.0003972205
1560.02,0.0004013052
1561.34,0.000414176
1562.23,0.0003875867
1563.11,0.0004053129
1564.42,0.0003959103
1565.3,0.0003994555
1566.18,0.0003855829
1567.06,0.0004107078
1568.37,0.0004190314
1569.26,0.0003855829
1570.14,0.0003720185
1571.02,0.0003848122
1572.34,0.0003998409
1573.22,0.0003817293
1574.11,0.0004072396
1575.42,0.0003640802
1576.31,0.000421883
1577.19,0.0004392238
1578.07,0.0004195709
1579.38,0.0003950625
1580.26,0.0004085498
1581.14,0.0003952937
1582.02,0.0004101683
1583.34,0.0004019218
1584.22,0.0004124804
1585.11,0.0003904383
1586.42,0.0004063148
1587.31,0.000404388
1588.19,0.0004172588
1589.07,0.0004287422
1590.38,0.0004110931
1591.26,0.0004123262
1592.14,0.0004260448
1593.05,0.0004455436
1594.37,0.000414176
1595.25,0.0004544067
1596.13,0.0004416901
1597.02,0.0004374512
1598.33,0.0004364493
1599.22,0.0004179524
1600.1,0.0004510926
1601.42,0.0004146384
1602.3,0.0003925963
1603.18,0.0004287422
1604.06,0.0004430003
1605.38,0.0004228849
1606.26,0.0004250429
1607.14,0.0004218059
1608.02,0.0004179524
1609.34,0.0004161798
1610.22,0.0004167193
1611.1,0.0004264301
1612.42,0.0004246575
1613.3,0.0004178753
1614.18,0.0004048504
1615.06,0.0004117868
1616.38,0.0004402257
1617.26,0.0004108619
1618.14,0.0004009199
1619.02,0.0004214977
1620.34,0.0004059294
1621.22,0.0003899758
1622.11,0.0003899758
1623.42,0.0003899758
1624.31,0.0003911319
1625.19,0.0003761032
1626.07,0.0003883574
1627.38,0.0004200333
1628.27,0.0004144842
1629.15,0.0004121721
1630.03,0.0004083186
1631.35,0.0004060836
1632.24,0.0004477786
1633.12,0.000458106
1634.0,0.0004488576
1635.32,0.0004500907
1636.2,0.0004648882
1637.08,0.0004335977
1638.39,0.000460264
1639.27,0.0004440792
1640.15,0.0004272008
1641.03,0.0004520945
1642.35,0.0004166422
1643.24,0.0004017676
1644.12,0.0003956791
1645.0,0.0004222683
1646.32,0.0004164881
1647.2,0.0004224225
1648.08,0.0004189543
1649.4,0.0004386843
1650.28,0.0004425378
1651.16,0.0004295129
1652.04,0.000454792
1653.36,0.000406546
1654.25,0.0004093205
1655.13,0.0004151008
1656.01,0.0004359098
1657.33,0.0004330582
1658.21,0.0004003804
1659.09,0.0004045422
1660.41,0.0004292047
1661.29,0.0003882033
1662.17,0.0004020759
1663.05,0.0003936753
1664.37,0.0004272779
1665.25,0.000416411
1666.13,0.0004428461
1667.02,0.0004352932
1668.33,0.0004349079
1669.21,0.0004331352
1670.09,0.0004368346
1671.41,0.00039776
1672.29,0.0004393008
1673.21,0.0004280486
1674.09,0.0004287422
1675.41,0.0004415359
1676.29,0.0004280486
1677.17,0.0004181065
1678.06,0.0004533277
1679.38,0.0004611888
1680.26,0.0004521716
1681.14,0.0004408423
1682.03,0.0004390696
1683.34,0.000502961
1684.23,0.0004364493
1685.12,0.0004584914
1686.0,0.0004487805
1687.31,0.0004751385
1688.19,0.0004692813
1689.07,0.0004474703
1690.38,0.0004563334
1691.26,0.0004285881
1692.14,0.0004528653
1693.03,0.0004560251
1694.34,0.0004139447
1695.23,0.0004212664
1696.11,0.0004055441
1697.43,0.000427432
1698.31,0.0004352932
1699.19,0.0004426149
1700.07,0.0004702832
1701.38,0.0004440022
1702.26,0.0004408423
1703.14,0.000403309
1704.03,0.0004351391
1705.35,0.000419725
1706.23,0.0004430773
1707.12,0.0004056212
1708.0,0.0004182607
1709.31,0.0004021529
1710.19,0.0003973746
1711.07,0.0003939065
1712.38,0.0004326728
1713.26,0.0004256594
1714.14,0.0004590309
1715.03,0.0004030008
1716.34,0.0004181836
1717.23,0.0004066231
1718.11,0.0004327499
1719.43,0.0004379136
1720.31,0.0004178753
1721.19,0.000447085
1722.07,0.0004417671
1723.38,0.0004146384
1724.26,0.0004575666
1725.14,0.0004101683
1726.03,0.0003967581
1727.34,0.0003613828
1728.23,0.0003585312
1729.11,0.000398916
1730.43,0.0004077791
1731.31,0.0004278174
1732.19,0.0003952937
1733.07,0.000489782
1734.38,0.0004239639
1735.26,0.0004298983
1736.14,0.0004085498
1737.03,0.0004171817
1738.34,0.0004137136
1739.22,0.0004290505
1740.1,0.0003993785
1741.42,0.0004840017
1742.31,0.000458106
1743.19,0.0004610347
1744.07,0.0004696666
1745.39,0.0004831539
1746.27,0.000394446
1747.15,0.0003815752
1748.03,0.0003871243
1749.35,0.000412018
1750.23,0.000414176
1751.12,0.0004220371
1752.0,0.0004357556
1753.34,0.0004430003
1754.22,0.0004663525
1755.1,0.0004312856
1756.42,0.0004516321
1757.31,0.0004786068
1758.19,0.0004801481
1759.08,0.0004399174
1760.39,0.0004735201
1761.27,0.0004927877
1762.15,0.0004993387
1763.03,0.000442692
1764.34,0.0004776819
1765.23,0.000444927
1766.11,0.0004401486
1767.43,0.0004494741
1768.31,0.0004412276
1769.19,0.0004730577
1770.07,0.0005055043
1771.38,0.0004737513
1772.26,0.000491015
1773.14,0.0004971036
1774.03,0.0004964871
1775.34,0.000467971
1776.22,0.0004833851
1777.1,0.0004992615
1778.42,0.0004856201
1779.3,0.00048878
1780.18,0.000505735499999999
1781.06,0.0004968724
1782.38,0.0004930189
1783.26,0.000507354
1784.14,0.0005047336
1785.02,0.0004561792
1786.34,0.0004465455
1787.22,0.0004316709
1788.1,0.0004836934
1789.42,0.0004297441
1790.31,0.0003822688
1791.19,0.0004463913
1792.07,0.000432904
1793.39,0.0004144072
1794.27,0.0004275091
1795.15,0.0004095518
1796.03,0.0004254282
1797.34,0.0004180295
1798.23,0.0004073167
1799.11,0.0003935982
1800.43,0.0003979141
1801.31,0.0004024612
1802.19,0.0004237327
1803.08,0.0004053129
1804.39,0.0004127116
1805.27,0.0003993014
1806.15,0.0004218059
1807.04,0.000399995
1808.35,0.0003827313
1809.24,0.0004080874
1810.12,0.0004132511
1811.01,0.0003942918
1812.32,0.0003875867
1813.2,0.0004075479
1814.08,0.000393367
1815.39,0.0004150237
1816.28,0.0003860453
1817.16,0.0004073167
1818.04,0.0004208811
1819.36,0.000419725
1820.24,0.0004217288
1821.12,0.0004064689
1822.01,0.0004426149
1823.33,0.0004220371
1824.21,0.0004349079
1825.09,0.0004334435
1826.4,0.0003858911
1827.29,0.000398839
1828.16,0.0004412276
1829.05,0.0004244263
1830.36,0.0004261219
1831.24,0.0003987619
1832.13,0.0004062377
1833.04,0.0004180295
1834.35,0.0003991472
1835.23,0.0004027695
1836.12,0.0003792631
1837.0,0.0003804962
1838.31,0.0003951396
1839.2,0.0004052358
1840.08,0.0004095518
1841.39,0.000414176
1842.27,0.000394446
1843.15,0.0003918255
1844.04,0.0004023071
1845.35,0.0004321333
1846.24,0.0004363722
1847.12,0.0004137136
1848.01,0.0003858141
1849.32,0.0004112473
1850.2,0.0004252741
1851.09,0.0004423066
1852.4,0.0004578748
1853.28,0.0004077791
1854.16,0.0004237327
1855.04,0.0004399174
1856.36,0.0004298983
1857.25,0.0004392238
1858.13,0.0004327499
1859.01,0.0004510156
1860.33,0.0004346766
1861.21,0.0004532506
1862.1,0.0004243492
1863.41,0.0004211894
1864.29,0.0004179524
1865.17,0.0004127116
1866.05,0.0004539442
1867.38,0.0004213435
1868.26,0.0003855829
1869.14,0.0004020759
1870.02,0.0003765656
1871.34,0.0004113243
1872.22,0.0004003033
1873.1,0.0004275862
1874.42,0.0004189543
1875.3,0.0004187231
1876.19,0.0004059294
1877.07,0.0004198021
1878.39,0.0004146384
1879.27,0.0004083186
1880.15,0.000430669
1881.04,0.000407702
1882.35,0.0003794943
1883.23,0.000379186
1884.11,0.0003925963
1885.43,0.0004045422
1886.31,0.0004234244
1887.2,0.0003854287
1888.08,0.0003724038
1889.39,0.0003820377
1890.27,0.0003950625
1891.15,0.0003777217
1892.04,0.0003982224
1893.35,0.0004117097
1894.24,0.0003894364
1895.12,0.0003810357
1896.0,0.00037803
1897.32,0.0003781841
1898.2,0.0004009199
1899.09,0.0003987619
1900.4,0.000346277
1901.28,0.0004251199
1902.16,0.0004024612
1903.04,0.0004205728
1904.36,0.000401074
1905.24,0.000398839
1906.12,0.0004409194
1907.01,0.000414176
1908.32,0.0004138677
1909.21,0.0004176441
1910.09,0.000410939
1911.4,0.0004006116
1912.28,0.0004198792
1913.19,0.0004507073
1914.06,0.0004259677
1915.39,0.0004130199
1916.26,0.0004147155
1917.14,0.000394523
1918.02,0.0004467767
1919.34,0.0004480098
1920.22,0.0004379136
1921.1,0.000386816
1922.42,0.0004310544
1923.31,0.0004335206
1924.19,0.0004451582
1925.07,0.0004185689
1926.39,0.000459185
1927.27,0.000492017
1928.15,0.0004761405
1929.03,0.0004403799
1930.35,0.0004465455
1931.23,0.0004523258
1932.11,0.0004357556
1933.43,0.0004641175
1934.31,0.0004415359
1935.19,0.0004488576
1936.07,0.0004204958
1937.39,0.0004366805
1938.27,0.0004194938
1939.15,0.0004117097
1940.04,0.0004079332
1941.35,0.000416411
1942.24,0.0004638092
1943.12,0.0004218059
1944.0,0.000389051
1945.32,0.0004034632
1946.21,0.0004143301
1947.09,0.0004050046
1948.4,0.0004202645
1949.28,0.0004472391
1950.16,0.0004583373
1951.05,0.0004571041
1952.37,0.0004537901
1953.25,0.0004419213
1954.13,0.000414176
1955.02,0.0004144072
1956.34,0.0004071626
1957.22,0.0004181836
1958.1,0.0004211123
1959.41,0.0004366034
1960.3,0.0004379136
1961.17,0.000447162
1962.06,0.0004068543
1963.38,0.0004147925
1964.25,0.0004088581
1965.14,0.0004073167
1966.02,0.000432904
1967.34,0.0003967581
1968.22,0.0004530194
1969.1,0.0004431544
1970.42,0.0004289734
1971.3,0.0004345996
1972.18,0.0004315168
1973.06,0.0004292047
1974.38,0.0004381448
1975.27,0.0003938294
1976.15,0.0004221913
1977.03,0.0004213435
1978.35,0.0004100142
1979.23,0.0004292047
1980.11,0.0003929046
1981.0,0.0004202645
1982.31,0.0004020759
1983.2,0.0004267384
1984.08,0.000430592
1985.39,0.0004348308
1986.27,0.0004403027
1987.15,0.0004015364
1988.04,0.0004291276
1989.35,0.0004549461
1990.23,0.0004653506
1991.11,0.0004254282
1992.0,0.000414253
1993.35,0.0004244263
1994.23,0.000433983
1995.11,0.0004191084
1996.42,0.0004261219
1997.31,0.0004178753
1998.19,0.0004345225
1999.07,0.0004108619
2000.39,0.0004122492
2001.27,0.0004184148
2002.15,0.0004086269
2003.04,0.0004110161
2004.35,0.000421883
2005.23,0.0004013823
2006.11,0.0003753325
2007.0,0.0003902071
2008.31,0.0004067001
2009.2,0.0004101683
2010.07,0.0004207269
2011.39,0.0004055441
2012.27,0.0004124033
2013.16,0.0004205728
2014.04,0.0004145613
2015.35,0.0004288964
2016.23,0.0004693583
2017.11,0.0004448499
2018.0,0.0004237327
2019.31,0.0004431544
2020.2,0.0004374512
2021.07,0.000427432
2022.39,0.0004110931
2023.27,0.0004528653
2024.15,0.0004779902
2025.04,0.0004204958
2026.35,0.0004574124
2027.23,0.0004453894
2028.11,0.0004295129
2029.0,0.0004786838
2030.31,0.000471208
2031.2,0.00045695
2032.08,0.0004455436
2033.4,0.0004710538
2034.27,0.0004188002
2035.16,0.0004266613
2036.04,0.0004180295
2037.36,0.0004468538
2038.24,0.0004206499
2039.12,0.0003764886
2040.0,0.000395602
2041.31,0.0004145613
2042.2,0.0004249658
2043.08,0.0004355244
2044.4,0.0004552544
2045.28,0.0004414589
2046.16,0.0004578748
2047.04,0.0004647341
2048.36,0.0004389155
2049.24,0.0004235785
2050.12,0.0004127887
2051.0,0.0004218059
2052.32,0.0004443875
2053.2,0.0004292817
2054.08,0.0004369117
2055.4,0.0004043109
2056.28,0.0004085498
2057.16,0.0004332894
2058.05,0.0004289734
2059.36,0.0004543296
2060.25,0.0004252741
2061.13,0.0004301296
2062.01,0.0004144072
2063.33,0.0004316709
2064.21,0.0004100142
2065.1,0.0004055441
2066.41,0.000374793
2067.29,0.0004402257
2068.17,0.0004318251
2069.05,0.0004118638
2070.37,0.0003950625
2071.25,0.0004069313
2072.14,0.0004165651
2073.05,0.0004046963
2074.37,0.0003808045
2075.25,0.0004531735
2076.13,0.0004685876
2077.01,0.0004506302
2078.34,0.0004567958
2079.22,0.0004772194
2080.1,0.000426276
2081.41,0.0004046192
2082.3,0.0004184148
2083.18,0.0004338289
2084.06,0.0004454665
2085.38,0.0004729806
2086.26,0.0004605722
2087.15,0.0004607264
2088.03,0.0004626532
2089.35,0.0004510156
2090.23,0.0004358327
2091.11,0.0004516321
2092.42,0.0004644258
2093.3,0.0004226537
2094.18,0.0004680481
2095.06,0.0004661213
2096.38,0.0004557168
2097.26,0.0004559481
2098.15,0.0004302837
2099.03,0.0004456206
2100.35,0.0004174129
2101.23,0.0004356015
2102.11,0.0004585685
2103.42,0.0004062377
2104.3,0.000426353
2105.18,0.0003931358
2106.06,0.0003880491
2107.38,0.0004111702
2108.26,0.0004408423
2109.15,0.000437297
2110.03,0.0004228849
2111.34,0.0004243492
2112.22,0.0004137136
2113.11,0.000430669
2114.41,0.0004556398
2115.3,0.0004483951
2116.18,0.0004323646
2117.06,0.0004483951
2118.38,0.0004344454
2119.26,0.0004489346
2120.15,0.000426276
2121.03,0.0004412276
2122.35,0.0004258136
2123.23,0.0004081645
2124.11,0.0004133282
2125.42,0.0004307461
2126.31,0.0004315168
2127.18,0.000466892
2128.06,0.000426353
2129.38,0.0004129428
2130.26,0.0004484722
2131.15,0.0004576436
2132.03,0.0004588767
2133.34,0.0004510156
2134.22,0.0004210352
2135.11,0.0004062377
2136.42,0.000407625
2137.3,0.0003900529
2138.18,0.0004494741
2139.06,0.0004092435
2140.38,0.0004095518
2141.26,0.0004177983
2142.15,0.0004213435
2143.03,0.0004260448
2144.35,0.0003949084
2145.23,0.0003995326
2146.11,0.000404388
2147.42,0.0004050817
2148.31,0.0003994555
2149.19,0.0004067001
2150.07,0.0004015364
2151.38,0.0004209582
2152.27,0.0004376053
2153.18,0.0004312085
2154.07,0.0004376053
2155.38,0.0004216518
2156.26,0.0004398403
2157.15,0.0004550232
2158.03,0.0004550232
2159.34,0.0004806106
2160.22,0.0004519404
2161.11,0.0004373741
2162.42,0.0004551003
2163.31,0.0004292047
2164.18,0.0004345225
2165.07,0.0004125574
2166.39,0.0004302066
2167.27,0.0004233473
2168.15,0.0004852348
2169.03,0.0004611118
2170.35,0.0004766029
2171.23,0.0004461601
2172.11,0.0004512468
2173.43,0.0004444646
2174.31,0.0004566417
2175.19,0.0004340601
2176.07,0.0004419984
2177.38,0.0004129428
2178.27,0.0004540213
2179.15,0.0004715933
2180.03,0.0004113243
2181.35,0.0004483951
2182.23,0.0004599557
2183.12,0.000461343
2184.0,0.0004556398
2185.31,0.0004490888
2186.19,0.0004066231
2187.07,0.0004442334
2188.39,0.0004507073
2189.27,0.0004543296
2190.16,0.0004695124
2191.04,0.000440457
2192.36,0.0004840017
2193.24,0.0004604952
2194.12,0.0004843099
2195.0,0.0004749074
2196.32,0.0004705914
2197.2,0.0004265843
2198.08,0.0004198021
2199.4,0.0004418442
2200.28,0.0004297441
2201.16,0.0004539442
2202.04,0.0004437709
2203.36,0.0004302837
2204.24,0.0004732118
2205.12,0.0003935982
2206.0,0.0004291276
2207.31,0.0004215747
2208.19,0.0004206499
2209.08,0.0004319021
2210.39,0.0004096288
2211.28,0.000454792
2212.16,0.0004536359
2213.04,0.000432827
2214.36,0.0004281257
2215.24,0.0004107078
2216.12,0.0004254282
2217.0,0.0004393008
2218.31,0.0004527882
2219.19,0.000414253
2220.08,0.00045695
2221.39,0.0004399945
2222.28,0.0004618054
2223.16,0.0004287422
2224.04,0.0004017676
2225.36,0.000433983
2226.24,0.0004366805
2227.12,0.0004452353
2228.0,0.0004633468
2229.32,0.0004454665
2230.2,0.0004341371
2231.08,0.0004469308
2232.39,0.0004435398
2233.3,0.0004310544
2234.18,0.0004550232
2235.07,0.0004752927
2236.38,0.0005075081
2237.26,0.0004574124
2238.15,0.000494252
2239.03,0.000516679399999999
2240.35,0.0004930189
2241.23,0.0005021902
2242.12,0.0004761405
2243.0,0.0004639634
2244.31,0.0004870074
2245.19,0.0004924024
2246.07,0.0004738284
2247.38,0.0004432315
2248.27,0.0004487034
2249.15,0.0004249658
2250.04,0.0004189543
2251.35,0.0004407652
2252.23,0.0004541754
2253.12,0.0004314397
2254.0,0.0004530964
2255.32,0.0004343684
2256.2,0.0004380677
2257.08,0.0004422295
2258.4,0.0004401486
2259.28,0.0004267384
2260.16,0.0004145613
2261.05,0.0004583373
2262.37,0.0004474703
2263.25,0.0004610347
2264.13,0.0004408423
2265.01,0.0004396091
2266.32,0.0004590309
2267.21,0.0004451582
2268.09,0.0004349849
2269.41,0.0004286652
2270.29,0.0004130199
2271.17,0.0004221142
2272.05,0.0004553315
2273.37,0.0004419984
2274.25,0.0004659672
2275.13,0.0004630385
2276.01,0.0004424608
2277.33,0.0004742137
2278.21,0.0004655819
2279.09,0.0004557939
2280.41,0.0004413047
2281.29,0.0004586455
2282.17,0.0004344454
2283.05,0.0004548691
2284.37,0.0004755239
2285.25,0.0004684335
2286.13,0.0004888571
2287.02,0.0004619596
2288.33,0.0004307461
2289.22,0.0004685105
2290.1,0.0004943291
2291.42,0.0004357556
2292.3,0.0004462372
2293.18,0.0004379907
2294.06,0.0004744449
2295.37,0.0004433085
2296.25,0.0004442334
2297.13,0.0004214977
2298.02,0.000466815
2299.33,0.0004177983
2300.22,0.0004459289
2301.1,0.0004598016
2302.42,0.0004475474
2303.3,0.000424041
2304.18,0.0004191084
2305.06,0.0004511697
2306.38,0.0004836163
2307.25,0.0004694354
2308.14,0.0004415359
2309.02,0.0004611888
2310.34,0.0004659672
2311.22,0.0004789151
2312.1,0.0004702061
2313.01,0.0004302837
2314.33,0.0004435398
2315.21,0.0004540213
2316.09,0.0004294358
2317.41,0.0004194167
2318.3,0.0004356785
2319.18,0.0004713621
2320.07,0.0004819208
2321.38,0.000451555
2322.26,0.0004592621
2323.14,0.0004715933
2324.03,0.000484387
2325.35,0.0004398403
2326.23,0.000481073
2327.12,0.0004335977
2328.0,0.0004514009
2329.31,0.0004512468
2330.19,0.000424041
2331.07,0.0004100142
2332.38,0.0004347537
2333.26,0.0004291276
2334.14,0.0004870845
2335.02,0.0004203416
2336.34,0.0004050046
2337.23,0.0004433856
2338.11,0.0004642716
2339.42,0.0004645029
2340.3,0.0004923253
2341.18,0.000465813
2342.07,0.0004860826
2343.38,0.0004323646
2344.26,0.0004023071
2345.14,0.0004278944
2346.02,0.0004645799
2347.34,0.0004541754
2348.22,0.0004457748
2349.1,0.0004367575
2350.42,0.0004505531
2351.3,0.0004430773
2352.19,0.0004587997
2353.07,0.0004469308
2354.38,0.0004417671
2355.26,0.0004530964
2356.15,0.0004127116
2357.03,0.0004314397
2358.35,0.0004297441
2359.24,0.0004217288
2360.12,0.0004107078
2361.0,0.0003842727
2362.31,0.00039776
