Time (S),Current Ch1,Voltage Ch1
180.0,4.0827327244,-0.014104515783
181.0,4.0827327244,-0.014130276657
182.0,4.0833767462,-0.014069094582
183.0,4.0830547353,-0.014059434254
184.0,4.0827327244,-0.014101295674000001
185.0,4.0830547353,-0.014033673381
186.0,4.0827327244,-0.014152817420999999
187.0,4.0830547353,-0.014139936984999999
188.0,4.0827327244,-0.014146377203
189.0,4.0827327244,-0.014091635346
190.0,4.0830547353,-0.013988591852
191.0,4.0827327244,-0.014020792944
192.0,4.0827327244,-0.013998252179
193.0,4.0830547353,-0.013875888029000001
194.0,4.0824107135,-0.014052994035999999
195.0,4.0827327244,-0.013966051087
196.0,4.0827327244,-0.013859787483
197.0,4.0830547353,-0.013904869012
198.0,4.0824107135,-0.013840466828
199.0,4.0820887026,-0.013830806499999999
200.0,4.0830547353,-0.013930629886
201.0,4.0830547353,-0.014014352725000002
202.0,4.0830547353,-0.013998252179
203.0,4.0827327244,-0.013914529339999999
204.0,4.0827327244,-0.01379216519
205.0,4.0827327244,-0.013788945080999999
206.0,4.0830547353,-0.013924189667
207.0,4.0827327244,-0.013904869012
208.0,4.0827327244,-0.014011132616
209.0,4.0830547353,-0.013911309231
210.0,4.0827327244,-0.013991811961
211.0,4.0827327244,-0.013911309231
212.0,4.0827327244,-0.01379216519
213.0,4.0824107135,-0.01387266792
214.0,4.0827327244,-0.013920969558
215.0,4.0830547353,-0.013698782023
216.0,4.0827327244,-0.013734203224
217.0,4.0827327244,-0.013692341803999999
218.0,4.0827327244,-0.013975711415000001
219.0,4.0827327244,-0.013766404316
220.0,4.0827327244,-0.013660140712
221.0,4.0827327244,-0.013840466828
222.0,4.0824107135,-0.013888768466000002
223.0,4.0827327244,-0.01387266792
224.0,4.0824107135,-0.013811485845
225.0,4.0827327244,-0.013579637981999999
226.0,4.0830547353,-0.013557097217
227.0,4.0830547353,-0.013579637981999999
228.0,4.0833767462,-0.013776064643999998
229.0,4.0827327244,-0.013714882569
230.0,4.0824107135,-0.013795385299
231.0,4.0827327244,-0.013808265736
232.0,4.0833767462,-0.013695561913
233.0,4.0830547353,-0.013647260275
234.0,4.0827327244,-0.01358929831
235.0,4.0830547353,-0.013473374378
236.0,4.0827327244,-0.013689121694999999
237.0,4.0824107135,-0.013788945080999999
238.0,4.0830547353,-0.013492695033
239.0,4.0827327244,-0.013534556453
240.0,4.0830547353,-0.013569977654
241.0,4.0830547353,-0.01362793962
242.0,4.0827327244,-0.013605398856
243.0,4.0827327244,-0.013666580931
244.0,4.0827327244,-0.013621499402
245.0,4.0830547353,-0.013698782023
246.0,4.0824107135,-0.013557097217
247.0,4.0830547353,-0.013605398856
248.0,4.0827327244,-0.013515235798
249.0,4.0830547353,-0.01366980104
250.0,4.0827327244,-0.013518455907
251.0,4.0827327244,-0.013673021149
252.0,4.0833767462,-0.013631159729
253.0,4.0830547353,-0.013647260275
254.0,4.0827327244,-0.013634379838
255.0,4.0827327244,-0.013702002131999999
256.0,4.0827327244,-0.013537776561999998
257.0,4.0827327244,-0.013598958637000001
258.0,4.0830547353,-0.013495915142
259.0,4.0827327244,-0.013631159729
260.0,4.0827327244,-0.013508795579
261.0,4.0827327244,-0.01354743689
262.0,4.0827327244,-0.013608618965
263.0,4.0833767462,-0.013553877108
264.0,4.0830547353,-0.013579637981999999
265.0,4.0824107135,-0.013553877108
266.0,4.0827327244,-0.013598958637000001
267.0,4.0827327244,-0.013521676016
268.0,4.0830547353,-0.013489474924
269.0,4.0827327244,-0.013660140712
270.0,4.0830547353,-0.013502355361
271.0,4.0830547353,-0.013540996671
272.0,4.0827327244,-0.013457273832
273.0,4.0824107135,-0.013508795579
274.0,4.0827327244,-0.013631159729
275.0,4.0830547353,-0.01346693416
276.0,4.0820887026,-0.01358929831
277.0,4.0827327244,-0.013502355361
278.0,4.0827327244,-0.013331689573
279.0,4.0827327244,-0.013402531975
280.0,4.0824107135,-0.013479814595999999
281.0,4.0824107135,-0.013322029245
282.0,4.0830547353,-0.013544216781
283.0,4.0827327244,-0.01358929831
284.0,4.0824107135,-0.013447613504
285.0,4.0827327244,-0.013540996671
286.0,4.0830547353,-0.013457273832
287.0,4.0827327244,-0.013412192302999998
288.0,4.0824107135,-0.013518455907
289.0,4.0830547353,-0.013457273832
290.0,4.0824107135,-0.013476594486999999
291.0,4.0827327244,-0.013470154269000001
292.0,4.0827327244,-0.013341349899999999
293.0,4.0824107135,-0.013528116235
294.0,4.0830547353,-0.013331689573
295.0,4.0833767462,-0.013473374378
296.0,4.0827327244,-0.013447613504
297.0,4.0827327244,-0.013267287388
298.0,4.0824107135,-0.013357450446
299.0,4.0833767462,-0.013444393395
300.0,4.0830547353,-0.01338321132
301.0,4.0827327244,-0.013351010227999999
302.0,4.0830547353,-0.013499135252000001
303.0,4.0827327244,-0.013463714049999999
304.0,4.0827327244,-0.013270507498
305.0,4.0827327244,-0.013351010227999999
306.0,4.0824107135,-0.013276947716
307.0,4.0827327244,-0.013235086296
308.0,4.0827327244,-0.013396091757
309.0,4.0824107135,-0.013347790119
310.0,4.0827327244,-0.013273727607000001
311.0,4.0827327244,-0.013418632521
312.0,4.0830547353,-0.013315589027
313.0,4.0827327244,-0.013531336344
314.0,4.0824107135,-0.013254406952
315.0,4.0827327244,-0.013273727607000001
316.0,4.0827327244,-0.013260847170000001
317.0,4.0827327244,-0.013228646077999999
318.0,4.0827327244,-0.013173904221
319.0,4.0827327244,-0.013196444986
320.0,4.0827327244,-0.013183564549
321.0,4.0824107135,-0.013280167825
322.0,4.0827327244,-0.013286608043999998
323.0,4.0827327244,-0.01321898575
324.0,4.0827327244,-0.013318809136
325.0,4.0827327244,-0.013125602583
326.0,4.0827327244,-0.013325249354
327.0,4.0824107135,-0.013064420508000002
328.0,4.0827327244,-0.013328469462999998
329.0,4.0827327244,-0.013338129790999999
330.0,4.0827327244,-0.013080521054
331.0,4.0824107135,-0.013228646077999999
332.0,4.0827327244,-0.013138483020000001
333.0,4.0827327244,-0.013125602583
334.0,4.0827327244,-0.013222205859
335.0,4.0830547353,-0.013264067279000001
336.0,4.0830547353,-0.013225425968999999
337.0,4.0827327244,-0.013231866187
338.0,4.0827327244,-0.013161023784000001
339.0,4.0824107135,-0.013074080836
340.0,4.0820887026,-0.013318809136
341.0,4.0830547353,-0.013132042802
342.0,4.0830547353,-0.013086961272999999
343.0,4.0830547353,-0.013135262911000001
344.0,4.0830547353,-0.013222205859
345.0,4.0830547353,-0.013025779198
346.0,4.0830547353,-0.013106281928
347.0,4.0827327244,-0.013289828153
348.0,4.0824107135,-0.013209325423
349.0,4.0827327244,-0.013028999307
350.0,4.0827327244,-0.012961377013
351.0,4.0827327244,-0.013067640617
352.0,4.0830547353,-0.013106281928
353.0,4.0830547353,-0.013090181381999999
354.0,4.0827327244,-0.013006458541999999
355.0,4.0830547353,-0.013080521054
356.0,4.0824107135,-0.012971037341
357.0,4.0827327244,-0.013070860727
358.0,4.0830547353,-0.013028999307
359.0,4.0830547353,-0.012971037341
360.0,4.0833767462,-0.013035439525000001
361.0,4.0830547353,-0.012967817232
362.0,4.0830547353,-0.012842232973
363.0,4.0830547353,-0.013103061818999999
364.0,4.0830547353,-0.013080521054
365.0,4.0827327244,-0.013009678652000001
366.0,4.0833767462,-0.013106281928
367.0,4.0833767462,-0.012922735703
368.0,4.0827327244,-0.012964597122999999
369.0,4.0824107135,-0.01289375472
370.0,4.0827327244,-0.013093401491
371.0,4.0824107135,-0.013009678652000001
372.0,4.0827327244,-0.012961377013
373.0,4.0830547353,-0.013009678652000001
374.0,4.0830547353,-0.013080521054
375.0,4.0824107135,-0.012987137887
376.0,4.0827327244,-0.013109502037
377.0,4.0827327244,-0.012900194938
378.0,4.0827327244,-0.01301611887
379.0,4.0827327244,-0.012993578106
380.0,4.0827327244,-0.012880874282999999
381.0,4.0830547353,-0.013064420508000002
382.0,4.0820887026,-0.012867993846
383.0,4.0827327244,-0.012803591662
384.0,4.0824107135,-0.012851893299999998
385.0,4.0827327244,-0.013048319962
386.0,4.0827327244,-0.012900194938
387.0,4.0830547353,-0.012916295484
388.0,4.0827327244,-0.012864773736999999
389.0,4.0827327244,-0.012858333519
390.0,4.0824107135,-0.01297425745
391.0,4.0824107135,-0.012842232973
392.0,4.0827327244,-0.012793931334
393.0,4.0830547353,-0.012777830787999999
394.0,4.0830547353,-0.01293561614
395.0,4.0830547353,-0.012929175921
396.0,4.0824107135,-0.012922735703
397.0,4.0827327244,-0.013025779198
398.0,4.0827327244,-0.012845453082
399.0,4.0827327244,-0.01293561614
400.0,4.0827327244,-0.012890534611
401.0,4.0827327244,-0.012855113409
402.0,4.0827327244,-0.012694107949
403.0,4.0827327244,-0.012871213956
404.0,4.0824107135,-0.012916295484
405.0,4.0827327244,-0.012858333519
406.0,4.0830547353,-0.013074080836
407.0,4.0827327244,-0.01289375472
408.0,4.0824107135,-0.01269088784
409.0,4.0830547353,-0.012793931334
410.0,4.0827327244,-0.012945276467
411.0,4.0827327244,-0.012913075375000001
412.0,4.0827327244,-0.012810031881
413.0,4.0827327244,-0.012761730242
414.0,4.0824107135,-0.01277139057
415.0,4.0827327244,-0.012752069914999999
416.0,4.0827327244,-0.012874434065
417.0,4.0827327244,-0.012813251990000002
418.0,4.0827327244,-0.012861553628
419.0,4.0827327244,-0.012787491116000001
420.0,4.0827327244,-0.012642586201999999
421.0,4.0830547353,-0.012855113409
422.0,4.0830547353,-0.012703768277
423.0,4.0827327244,-0.012697328058
424.0,4.0830547353,-0.012674787294000001
425.0,4.0827327244,-0.012706988386
426.0,4.0830547353,-0.012574963908000001
427.0,4.0827327244,-0.012658686748000001
428.0,4.0824107135,-0.012851893299999998
429.0,4.0827327244,-0.012777830787999999
430.0,4.0827327244,-0.012745629696
431.0,4.0830547353,-0.012761730242
432.0,4.0827327244,-0.012755290023999999
433.0,4.0824107135,-0.012800371553000001
434.0,4.0824107135,-0.012768170461
435.0,4.0830547353,-0.012571743799
436.0,4.0824107135,-0.012623265546
437.0,4.0827327244,-0.012629705765
438.0,4.0830547353,-0.012523442161
439.0,4.0827327244,-0.012529882378999999
440.0,4.0830547353,-0.012777830787999999
441.0,4.0827327244,-0.012681227512
442.0,4.0827327244,-0.012748849806
443.0,4.0827327244,-0.01256852369
444.0,4.0824107135,-0.012520222052
445.0,4.0833767462,-0.01264902642
446.0,4.0824107135,-0.012555643253
447.0,4.0827327244,-0.012797151444
448.0,4.0830547353,-0.012687667730000001
449.0,4.0827327244,-0.01256530358
450.0,4.0827327244,-0.012555643253
451.0,4.0827327244,-0.012465480195
452.0,4.0824107135,-0.012594284563
453.0,4.0833767462,-0.012529882378999999
454.0,4.0827327244,-0.012571743799
455.0,4.0827327244,-0.012616825328
456.0,4.0833767462,-0.012574963908000001
457.0,4.0824107135,-0.012581404127
458.0,4.0830547353,-0.012478360632
459.0,4.0830547353,-0.012735969369
460.0,4.0827327244,-0.012610385109
461.0,4.0830547353,-0.012413958448
462.0,4.0830547353,-0.012616825328
463.0,4.0830547353,-0.012623265546
464.0,4.0830547353,-0.012558863362
465.0,4.0830547353,-0.012430058994
466.0,4.0824107135,-0.012410738338
467.0,4.0830547353,-0.012375317136999998
468.0,4.0830547353,-0.012533102488
469.0,4.0824107135,-0.012732749259
470.0,4.0830547353,-0.012504121505
471.0,4.0824107135,-0.012578184017
472.0,4.0820887026,-0.012475140522999998
473.0,4.0824107135,-0.012510561724
474.0,4.0830547353,-0.012394637792
475.0,4.0827327244,-0.012426838884
476.0,4.0827327244,-0.012520222052
477.0,4.0824107135,-0.012636145983
478.0,4.0827327244,-0.012433279103
479.0,4.0827327244,-0.012455819867
480.0,4.0824107135,-0.012526662269999999
481.0,4.0830547353,-0.012475140522999998
482.0,4.0827327244,-0.01244293943
483.0,4.0827327244,-0.012542762816
484.0,4.0827327244,-0.012359216591
485.0,4.0824107135,-0.012526662269999999
486.0,4.0830547353,-0.012475140522999998
487.0,4.0827327244,-0.012517001941999999
488.0,4.0827327244,-0.012494461178
489.0,4.0827327244,-0.012504121505
490.0,4.0830547353,-0.012439719321
491.0,4.0827327244,-0.012507341615
492.0,4.0824107135,-0.012430058994
493.0,4.0830547353,-0.012465480195
494.0,4.0827327244,-0.012365656809000002
495.0,4.0827327244,-0.012471920413
496.0,4.0827327244,-0.01248480085
497.0,4.0827327244,-0.012246512769
498.0,4.0827327244,-0.012494461178
499.0,4.0824107135,-0.012452599758
500.0,4.0827327244,-0.012430058994
501.0,4.0827327244,-0.012455819867
502.0,4.0830547353,-0.012401078010999999
503.0,4.0827327244,-0.012243292659
504.0,4.0827327244,-0.012436499212000001
505.0,4.0827327244,-0.012343116045
506.0,4.0827327244,-0.012430058994
507.0,4.0827327244,-0.012500901395999998
508.0,4.0824107135,-0.012323795390000001
509.0,4.0830547353,-0.012259393205
510.0,4.0827327244,-0.012185330694000001
511.0,4.0830547353,-0.012352776373
512.0,4.0827327244,-0.012275493751999999
513.0,4.0827327244,-0.012307694844
514.0,4.0830547353,-0.012304474733999999
515.0,4.0830547353,-0.012378537246
516.0,4.0827327244,-0.012397857902
517.0,4.0824107135,-0.012339895936
518.0,4.0827327244,-0.012230412223
519.0,4.0830547353,-0.012285154079
520.0,4.0824107135,-0.01215956982
521.0,4.0827327244,-0.012397857902
522.0,4.0827327244,-0.012256173096
523.0,4.0827327244,-0.012378537246
524.0,4.0827327244,-0.012278713860999999
525.0,4.0827327244,-0.012497681287
526.0,4.0827327244,-0.012314135062
527.0,4.0827327244,-0.012301254625
528.0,4.0827327244,-0.012156349711
529.0,4.0830547353,-0.012275493751999999
530.0,4.0830547353,-0.012240072550000002
531.0,4.0827327244,-0.012333455717
532.0,4.0827327244,-0.012191770912
533.0,4.0824107135,-0.012246512769
534.0,4.0830547353,-0.0123624367
535.0,4.0827327244,-0.012133808946
536.0,4.0824107135,-0.012169230148
537.0,4.0824107135,-0.012285154079
538.0,4.0830547353,-0.012220751895
539.0,4.0827327244,-0.012256173096
540.0,4.0824107135,-0.012204651349
541.0,4.0824107135,-0.012343116045
542.0,4.0827327244,-0.01232057528
543.0,4.0827327244,-0.012143469274
544.0,4.0827327244,-0.012156349711
545.0,4.0827327244,-0.012269053533
546.0,4.0830547353,-0.01215956982
547.0,4.0827327244,-0.012301254625
548.0,4.0824107135,-0.012162789929
549.0,4.0824107135,-0.012285154079
550.0,4.0827327244,-0.012314135062
551.0,4.0827327244,-0.012288374188
552.0,4.0830547353,-0.012111268182
553.0,4.0827327244,-0.012317355171
554.0,4.0827327244,-0.012298034516
555.0,4.0830547353,-0.012162789929
556.0,4.0824107135,-0.012146689383
557.0,4.0830547353,-0.012307694844
558.0,4.0827327244,-0.012240072550000002
559.0,4.0830547353,-0.012072626871
560.0,4.0824107135,-0.012108048073
561.0,4.0820887026,-0.012062966544
562.0,4.0827327244,-0.012069406761999999
563.0,4.0830547353,-0.012298034516
564.0,4.0827327244,-0.012288374188
565.0,4.0830547353,-0.012294814407
566.0,4.0827327244,-0.012288374188
567.0,4.0827327244,-0.0121177084
568.0,4.0830547353,-0.012120928509
569.0,4.0827327244,-0.012162789929
570.0,4.0827327244,-0.01215956982
571.0,4.0830547353,-0.012301254625
572.0,4.0827327244,-0.01220143124
573.0,4.0827327244,-0.012108048073
574.0,4.0824107135,-0.012108048073
575.0,4.0827327244,-0.012188550803
576.0,4.0824107135,-0.012098387745000001
577.0,4.0827327244,-0.012227192113000001
578.0,4.0827327244,-0.012175670366
579.0,4.0827327244,-0.012033985561
580.0,4.0824107135,-0.012146689383
581.0,4.0830547353,-0.012056526325
582.0,4.0824107135,-0.012053306215999999
583.0,4.0827327244,-0.012127368728
