0.000000	0.013609	4.210430	0.012780	4.220117	0.012854	4.154606	0.013856	4.122754	0.000000	0.000000
1.000000	0.013619	4.209937	0.012818	4.219953	0.012887	4.155099	0.013818	4.122918	0.000000	0.000000
2.000000	0.013659	4.210102	0.012854	4.219953	0.012828	4.154934	0.013805	4.122918	0.000000	0.000000
3.000000	0.013608	4.209937	0.012813	4.219953	0.012849	4.154770	0.013775	4.123082	0.000000	0.000000
4.000000	0.013596	4.210430	0.012836	4.219953	0.012826	4.154934	0.013843	4.122918	0.000000	0.000000
5.000000	0.013644	4.210102	0.012848	4.219953	0.012828	4.154934	0.013802	4.122589	0.000000	0.000000
6.000000	0.013639	4.210266	0.012802	4.220117	0.012856	4.154770	0.013834	4.122754	0.000000	0.000000
7.000000	0.013623	4.210102	0.012800	4.219953	0.012849	4.154934	0.013788	4.122754	0.000000	0.000000
8.000000	0.013634	4.209937	0.012787	4.219789	0.012844	4.154770	0.013803	4.122754	0.000000	0.000000
9.000000	0.013591	4.210102	0.012808	4.219953	0.012884	4.155099	0.013810	4.122754	0.000000	0.000000
10.000000	0.013626	4.210102	0.012808	4.219953	0.012864	4.154770	0.013880	4.122918	0.000000	0.000000
11.000000	0.013649	4.210266	0.012797	4.220117	0.012825	4.155099	0.013825	4.122754	0.000000	0.000000
12.000000	0.013639	4.210102	0.012808	4.219953	0.012848	4.154442	0.013866	4.122754	0.000000	0.000000
13.000000	0.013637	4.210266	0.012839	4.220281	0.012854	4.154934	0.013792	4.122918	0.000000	0.000000
14.000000	0.013618	4.210266	0.012812	4.220281	0.012867	4.154770	0.013802	4.123082	0.000000	0.000000
15.000000	0.013588	4.210430	0.012830	4.220117	0.012890	4.154770	0.013813	4.122918	0.000000	0.000000
16.000000	0.013585	4.210430	0.012815	4.219953	0.012874	4.154606	0.013829	4.122589	0.000000	0.000000
17.000000	0.013605	4.210266	0.012834	4.220117	0.012885	4.154770	0.013820	4.122754	0.000000	0.000000
18.000000	0.013623	4.210430	0.012859	4.219953	0.012884	4.154770	0.013815	4.123082	0.000000	0.000000
19.000000	0.013575	4.210266	0.012864	4.220117	0.012838	4.154770	0.013821	4.122918	0.000000	0.000000
20.000000	0.013603	4.209937	0.012874	4.219953	0.012828	4.154770	0.013747	4.123082	0.000000	0.000000
21.000000	0.013629	4.210266	0.012841	4.219953	0.012821	4.154934	0.013752	4.122918	0.000000	0.000000
22.000000	0.013598	4.209937	0.012800	4.219953	0.012836	4.155263	0.013829	4.123082	0.000000	0.000000
23.000000	0.013605	4.210266	0.012785	4.220281	0.012874	4.154606	0.013816	4.122918	0.000000	0.000000
24.000000	0.013565	4.210266	0.012839	4.219953	0.012877	4.154770	0.013751	4.122918	0.000000	0.000000
