0.000000	0.013583	4.215027	0.012846	4.205833	0.012706	4.146725	0.013844	4.115694	0.000000	0.000000
1.000000	0.013554	4.214535	0.012825	4.205669	0.012766	4.146561	0.013800	4.115858	0.000000	0.000000
2.000000	0.013541	4.214699	0.012864	4.205340	0.012762	4.146725	0.013856	4.115858	0.000000	0.000000
3.000000	0.013557	4.214535	0.012843	4.205833	0.012766	4.146889	0.013788	4.115858	0.000000	0.000000
4.000000	0.013563	4.214863	0.012805	4.205340	0.012724	4.146397	0.013825	4.115858	0.000000	0.000000
5.000000	0.013572	4.215027	0.012854	4.205669	0.012718	4.146561	0.013813	4.116022	0.000000	0.000000
6.000000	0.013577	4.214535	0.012807	4.205669	0.012697	4.146725	0.013805	4.116350	0.000000	0.000000
7.000000	0.013560	4.214535	0.012899	4.205504	0.012744	4.146725	0.013769	4.115858	0.000000	0.000000
8.000000	0.013590	4.214699	0.012844	4.205669	0.012662	4.147053	0.013808	4.116022	0.000000	0.000000
9.000000	0.013545	4.214699	0.012818	4.205833	0.012731	4.147053	0.013792	4.115858	0.000000	0.000000
10.000000	0.013560	4.214699	0.012810	4.205833	0.012747	4.146725	0.013792	4.115858	0.000000	0.000000
11.000000	0.013560	4.214371	0.012846	4.205504	0.012731	4.146725	0.013813	4.116186	0.000000	0.000000
12.000000	0.013554	4.214535	0.012856	4.205669	0.012762	4.147053	0.013798	4.116186	0.000000	0.000000
13.000000	0.013541	4.214863	0.012871	4.205504	0.012754	4.146725	0.013823	4.116022	0.000000	0.000000
14.000000	0.013559	4.214863	0.012854	4.205997	0.012749	4.146889	0.013808	4.116022	0.000000	0.000000
15.000000	0.013493	4.214535	0.012838	4.205833	0.012724	4.146725	0.013784	4.115858	0.000000	0.000000
16.000000	0.013559	4.215027	0.012876	4.205504	0.012683	4.146889	0.013779	4.115858	0.000000	0.000000
17.000000	0.013544	4.214699	0.012844	4.205997	0.012764	4.146889	0.013762	4.115858	0.000000	0.000000
18.000000	0.013586	4.214206	0.012808	4.205504	0.012738	4.146561	0.013785	4.115529	0.000000	0.000000
19.000000	0.013596	4.214535	0.012828	4.205504	0.012774	4.146561	0.013848	4.115529	0.000000	0.000000
20.000000	0.013562	4.214535	0.012864	4.205504	0.012693	4.146561	0.013849	4.116022	0.000000	0.000000
21.000000	0.013591	4.214535	0.012857	4.205669	0.012734	4.146889	0.013759	4.115694	0.000000	0.000000
22.000000	0.013562	4.214206	0.012843	4.205340	0.012693	4.146889	0.013752	4.116022	0.000000	0.000000
23.000000	0.013550	4.214371	0.012853	4.205669	0.012743	4.146725	0.013790	4.115858	0.000000	0.000000
24.000000	0.013567	4.214699	0.012866	4.205504	0.012698	4.146561	0.013815	4.115858	0.000000	0.000000
25.000000	0.013577	4.214535	0.012864	4.205012	0.012728	4.146397	0.013826	4.115858	0.000000	0.000000
26.000000	0.013534	4.214371	0.012838	4.205669	0.012741	4.146725	0.013779	4.115694	0.000000	0.000000
27.000000	0.013552	4.214371	0.012844	4.205997	0.012749	4.146397	0.013811	4.115529	0.000000	0.000000
28.000000	0.013591	4.214535	0.012882	4.205176	0.012731	4.146725	0.013800	4.115694	0.000000	0.000000
29.000000	0.013516	4.214535	0.012854	4.205833	0.012751	4.146561	0.013821	4.115858	0.000000	0.000000
30.000000	0.013596	4.214535	0.012834	4.205504	0.012764	4.146725	0.013839	4.115694	0.000000	0.000000
31.000000	0.013573	4.214535	0.012833	4.205504	0.012693	4.147053	0.013780	4.116022	0.000000	0.000000
32.000000	0.013573	4.214371	0.012816	4.205504	0.012724	4.146889	0.013818	4.115858	0.000000	0.000000
33.000000	0.013544	4.214535	0.012874	4.205669	0.012728	4.146725	0.013831	4.116022	0.000000	0.000000
34.000000	0.013549	4.214699	0.012849	4.205504	0.012767	4.146397	0.013800	4.116022	0.000000	0.000000
35.000000	0.013562	4.214535	0.012857	4.205504	0.012751	4.146725	0.013790	4.116022	0.000000	0.000000
36.000000	0.013570	4.214699	0.012808	4.205669	0.012741	4.146397	0.013810	4.116022	0.000000	0.000000
37.000000	0.013542	4.214699	0.012823	4.205504	0.012721	4.146397	0.013826	4.115858	0.000000	0.000000
38.000000	0.013562	4.214371	0.012862	4.205340	0.012767	4.146889	0.013761	4.116186	0.000000	0.000000
39.000000	0.013539	4.214699	0.012815	4.205669	0.012739	4.146561	0.013825	4.116022	0.000000	0.000000
40.000000	0.013531	4.214535	0.012816	4.205669	0.012738	4.146725	0.013775	4.116022	0.000000	0.000000
41.000000	0.013562	4.214535	0.012839	4.205504	0.012777	4.146725	0.013811	4.115858	0.000000	0.000000
42.000000	-0.007494	4.213057	0.012864	4.205833	0.012762	4.146889	0.013788	4.116022	0.000000	0.000000
43.000000	-0.007182	4.213057	-0.014311	4.203698	0.012718	4.146725	0.013751	4.115858	0.000000	0.000000
44.000000	-0.007131	4.213221	-0.015227	4.203863	-0.014050	4.141964	-0.014115	4.111589	0.000000	0.000000
45.000000	-0.006623	4.213221	-0.014848	4.203698	-0.013697	4.141143	-0.011850	4.111096	0.000000	0.000000
46.000000	-0.007932	4.212893	-0.014552	4.203698	-0.013441	4.141635	-0.011311	4.110604	0.000000	0.000000
47.000000	-0.006766	4.213057	-0.014005	4.203863	-0.013662	4.140814	-0.010886	4.110440	0.000000	0.000000
48.000000	-0.007656	4.213385	-0.013904	4.203863	-0.013102	4.140814	-0.010784	4.111096	0.000000	0.000000
